ProviderID,ProviderName,ComplianceStatus,RegulatoryRequirements,AuditDate
80,MTN,Compliant,Society scientist through ever drug including.,2023-01-07
24,Airtel,Compliant,Common over guy eight attention decision ball.,2023-08-27
6,Etisalat,Compliant,Yeah drug family herself.,2023-05-13
44,Airtel,Non-Compliant,Day the care beat conference before citizen.,2022-05-07
98,MTN,Non-Compliant,Discuss book girl happen bank remain that.,2021-11-28
33,Etisalat,Non-Compliant,Explain affect church conference bill small.,2023-07-04
9,Glo,Compliant,Before level moment behind say.,2022-12-09
85,Airtel,Compliant,Out bank collection office their computer page.,2023-07-09
37,Glo,Non-Compliant,Wonder like far range.,2021-12-15
88,Airtel,Non-Compliant,Her time hair understand.,2022-09-27
16,Etisalat,Non-Compliant,Book lose should stay begin check.,2023-02-08
87,MTN,Non-Compliant,Glass shoulder value relationship lay team raise.,2023-06-02
58,Glo,Non-Compliant,Effect without second particular.,2023-05-14
14,Glo,Non-Compliant,Message sort fly spring.,2022-08-14
18,Etisalat,Compliant,Beyond quickly performance sit true ask force.,2022-08-17
68,MTN,Compliant,City commercial nation nearly.,2022-08-09
59,MTN,Compliant,Market husband writer.,2022-04-26
68,Airtel,Non-Compliant,Soon term than partner.,2022-12-26
23,Glo,Non-Compliant,Thing among step medical thing kid.,2022-10-05
76,MTN,Non-Compliant,Impact better score six daughter.,2023-08-31
77,MTN,Compliant,Field draw choice rise real decide.,2021-09-23
52,MTN,Compliant,Brother art kid read man would.,2023-07-31
44,MTN,Compliant,Early operation campaign training inside year.,2023-05-20
20,Glo,Compliant,Authority scene nearly another store TV trouble.,2022-11-15
67,Glo,Compliant,Election choose onto put.,2022-06-21
62,Airtel,Compliant,Now radio blood newspaper.,2022-01-25
21,Airtel,Compliant,Affect show bill build national world.,2023-07-09
59,MTN,Compliant,Believe wrong simply deep.,2022-11-15
99,MTN,Compliant,Actually medical bed head beat hit.,2022-01-01
60,MTN,Compliant,Left artist usually explain.,2023-08-22
77,Glo,Non-Compliant,Base land check cost really.,2022-11-28
61,Glo,Compliant,Color military participant turn.,2022-09-28
57,MTN,Compliant,Better training million push business quite.,2023-07-03
74,Airtel,Compliant,Admit prepare employee easy economic environmental.,2023-08-27
74,MTN,Non-Compliant,More military couple personal have structure school even.,2023-03-07
31,Glo,Compliant,Arm step case.,2023-01-13
73,MTN,Compliant,Her small energy bad stuff grow.,2022-07-30
78,MTN,Non-Compliant,Agency security while value past.,2022-12-23
30,Etisalat,Compliant,Stand paper describe sometimes half lose month.,2022-12-20
56,Glo,Compliant,Town break story surface cost somebody society.,2022-03-28
85,Glo,Non-Compliant,Computer member she wall herself hair.,2022-11-10
45,MTN,Compliant,Certainly little your coach benefit.,2022-11-10
74,Airtel,Compliant,Camera site case window yet glass type.,2022-08-31
99,Glo,Non-Compliant,Might none business child.,2023-02-16
93,Etisalat,Compliant,Lot result set foot point seat chance law.,2021-10-26
52,Etisalat,Compliant,Table not strategy only rise later.,2022-03-24
24,Etisalat,Compliant,Wide against movement subject marriage new score research.,2021-10-09
92,Airtel,Compliant,Agency share point effort idea.,2022-01-22
14,Etisalat,Compliant,Piece group number sound charge look operation.,2023-03-29
46,Airtel,Compliant,Not none sea make trial.,2022-03-24
74,MTN,Compliant,Push either likely arrive.,2022-01-02
46,Etisalat,Non-Compliant,Find morning easy find.,2023-07-14
44,Etisalat,Compliant,Democratic then drug scene senior.,2022-02-27
61,Etisalat,Non-Compliant,Two former million vote.,2023-05-09
94,MTN,Non-Compliant,Quality memory discuss car require.,2022-10-22
75,Glo,Compliant,Seem knowledge although include always themselves let.,2023-04-07
22,MTN,Compliant,Really imagine detail answer begin some.,2022-08-25
91,Etisalat,Compliant,Various message budget more since job seat.,2022-11-15
65,MTN,Compliant,Trial I mind bring fish field yard.,2022-11-06
50,Glo,Non-Compliant,If blood woman reflect result.,2023-06-24
53,Airtel,Compliant,Clear sign nearly arrive feel have effect help.,2022-03-19
30,Airtel,Compliant,Have police performance guy.,2022-07-02
94,Glo,Non-Compliant,Article garden official with.,2023-03-05
74,Airtel,Non-Compliant,Cup enter activity generation serve.,2023-01-18
74,Glo,Non-Compliant,News there imagine matter.,2022-03-13
88,Etisalat,Non-Compliant,Bar recently everybody edge.,2022-09-05
5,Glo,Compliant,Plant not theory all doctor.,2023-02-15
51,Etisalat,Non-Compliant,Firm series describe last total feeling how.,2023-04-20
62,MTN,Compliant,Candidate lose remember report a describe black.,2023-04-16
96,MTN,Compliant,Sometimes her bed age though nor young.,2022-12-29
84,Etisalat,Non-Compliant,Audience maintain look stand reach theory.,2022-06-19
77,Airtel,Compliant,Modern go sort too human.,2023-01-11
21,Airtel,Non-Compliant,Listen water smile.,2022-08-29
45,Etisalat,Compliant,Purpose two region discuss anything.,2022-11-24
5,MTN,Compliant,Democratic bed type writer song between.,2022-09-10
67,Airtel,Non-Compliant,Onto near behind international half.,2022-06-18
75,MTN,Compliant,Drug positive bad maintain final others.,2023-07-29
17,Glo,Compliant,Rich since small.,2022-07-12
25,Airtel,Non-Compliant,Receive movement health energy top bar operation.,2023-02-27
55,Airtel,Non-Compliant,Should yourself still quality poor.,2023-09-11
35,Glo,Compliant,Pressure PM worry begin employee.,2023-03-07
87,Etisalat,Non-Compliant,Stay each thing there then.,2021-09-22
14,Etisalat,Compliant,Listen arrive listen discover customer hard.,2023-06-28
61,MTN,Compliant,Raise piece general half less money letter town.,2021-12-05
57,Airtel,Non-Compliant,Care six base wait strong phone.,2021-10-06
14,MTN,Non-Compliant,Behavior final model own.,2022-09-02
73,Etisalat,Non-Compliant,Season energy they industry policy.,2022-11-19
12,MTN,Compliant,Close although place difference position member design.,2022-07-04
81,MTN,Compliant,Program nature less performance his other fly down.,2021-10-20
97,Etisalat,Non-Compliant,How smile office right.,2022-12-03
7,Glo,Compliant,Small front house west certain run industry.,2023-03-08
18,Airtel,Non-Compliant,None administration fish system say particular help.,2023-06-17
94,Etisalat,Compliant,Late information different goal cover investment for.,2021-12-12
86,Etisalat,Compliant,Debate consumer debate success job perhaps.,2022-07-20
45,MTN,Compliant,Him treatment money yeah serious alone believe upon.,2021-11-10
8,MTN,Compliant,Sign notice thank instead condition program receive.,2023-03-13
94,MTN,Non-Compliant,Land per thousand.,2022-06-27
51,Etisalat,Non-Compliant,Include something happy most.,2022-03-10
33,Airtel,Non-Compliant,Television foreign prove them door throw pick.,2023-07-29
35,Glo,Non-Compliant,Think first east fire.,2023-02-23
81,Glo,Compliant,Second very national name health much local.,2022-06-01
63,Glo,Non-Compliant,Standard note fact mean face.,2023-03-19
48,Etisalat,Compliant,Success party behind officer bill view.,2021-10-18
88,Glo,Non-Compliant,See choose marriage.,2022-04-20
88,Etisalat,Compliant,Edge resource gun event world.,2022-02-25
40,MTN,Compliant,Adult although appear sometimes rest.,2023-02-17
100,Glo,Compliant,Music which relate reduce turn into.,2023-08-19
97,Etisalat,Compliant,Wife might occur fine theory.,2023-07-01
25,Etisalat,Non-Compliant,Work conference history environment popular.,2022-07-15
100,Etisalat,Compliant,Mrs season opportunity card water third.,2022-05-29
24,Etisalat,Compliant,Study require fight fine wrong reach.,2023-09-19
78,Etisalat,Non-Compliant,Test kid give.,2023-09-17
71,Airtel,Compliant,Store design industry watch region until business.,2023-07-06
36,MTN,Non-Compliant,Gas prepare four sort bar party Democrat college.,2022-07-24
49,Airtel,Compliant,Attack size coach source staff grow power price.,2022-03-22
8,MTN,Non-Compliant,Condition perhaps training body save some anyone.,2023-06-05
59,Airtel,Non-Compliant,Quickly executive tell common major side.,2023-03-10
11,Glo,Non-Compliant,Herself hit bring anyone hard line.,2022-04-12
22,Glo,Compliant,Have kid speech exactly total sense.,2022-01-02
89,Etisalat,Compliant,Scientist allow speak toward our.,2023-03-05
49,Airtel,Compliant,Price pass air expert enough white detail.,2022-03-10
40,Etisalat,Non-Compliant,Different blue get sea.,2022-07-09
48,Glo,Non-Compliant,Nature town pattern happen me.,2023-09-13
53,Etisalat,Compliant,Event national local popular bit.,2023-03-27
76,Glo,Non-Compliant,Front section believe cut hospital almost audience charge.,2021-09-27
27,Glo,Non-Compliant,Property trouble instead second.,2022-03-10
64,MTN,Non-Compliant,Seven hit nature street local modern state.,2023-05-17
67,Etisalat,Non-Compliant,Toward cold house minute all.,2022-05-27
47,Glo,Non-Compliant,Wrong garden person member issue commercial.,2021-10-16
99,Glo,Non-Compliant,Discussion less young others market where.,2023-06-16
23,MTN,Compliant,Thing consider fire.,2023-05-31
22,Airtel,Non-Compliant,Lot machine method mention oil cost coach.,2023-06-04
2,Airtel,Non-Compliant,Follow rule prevent personal sing.,2022-10-04
42,Airtel,Compliant,Bed them audience way here.,2021-11-09
92,Airtel,Non-Compliant,Police our we arrive structure.,2022-11-07
18,Airtel,Non-Compliant,Hour late be while business development purpose.,2023-09-13
74,Glo,Non-Compliant,Bad once family position.,2023-03-12
16,Glo,Compliant,Although if surface skill.,2023-05-03
7,Glo,Compliant,National ask here fly provide.,2022-10-27
34,MTN,Non-Compliant,Father exist president tax tell money skin.,2022-03-03
17,MTN,Non-Compliant,Between according direction picture conference law television.,2021-11-16
60,Etisalat,Compliant,Large ever live prepare then chance suffer trade.,2023-02-01
90,Airtel,Compliant,Drive air dog yet player hour.,2023-05-18
51,Glo,Compliant,Focus investment wait up dark among.,2022-04-19
12,Airtel,Compliant,Successful ok join final truth.,2022-11-22
46,Glo,Non-Compliant,Protect agency pass like there first control.,2021-09-28
87,MTN,Non-Compliant,Bed executive discuss throughout less cost body.,2023-03-09
14,Etisalat,Compliant,Draw thus others police various.,2023-04-20
95,MTN,Non-Compliant,Lot store see tell.,2022-11-16
16,MTN,Non-Compliant,Nearly herself certain choice authority.,2023-02-08
68,MTN,Compliant,Most catch player wrong.,2022-08-17
93,Glo,Non-Compliant,Let several career house event notice thought.,2022-03-08
45,Etisalat,Non-Compliant,Religious others across inside detail network long.,2022-06-19
11,Etisalat,Non-Compliant,Similar how bank evidence they should social.,2021-10-06
65,Etisalat,Compliant,Arrive however less nice fall surface.,2022-04-28
36,Glo,Compliant,Later point fall.,2022-03-31
62,Glo,Compliant,Interesting TV go apply break street commercial class.,2022-01-03
62,Airtel,Non-Compliant,Write reflect section learn.,2021-10-25
66,MTN,Compliant,Member then news writer science Mr.,2022-09-21
12,Glo,Compliant,Create community possible research.,2022-03-04
51,Etisalat,Compliant,Western can worry goal.,2022-02-10
86,Etisalat,Compliant,Gun ball huge wrong.,2022-03-02
12,Etisalat,Compliant,Provide design company can.,2021-11-01
43,MTN,Non-Compliant,Score play lead occur pressure which central.,2022-12-14
22,Airtel,Non-Compliant,Chance pay option.,2022-08-19
34,Airtel,Compliant,Weight painting professor man toward gas save.,2021-11-11
25,Etisalat,Compliant,Majority hold believe grow information now budget knowledge.,2023-02-27
64,MTN,Non-Compliant,Carry young who president must.,2022-09-25
60,Airtel,Compliant,For color last anything cold.,2022-03-11
81,Airtel,Non-Compliant,Individual manage size control single.,2023-05-28
92,Etisalat,Compliant,Professor maybe political.,2022-11-18
53,Glo,Compliant,Opportunity eight line relate again use.,2022-05-16
18,Etisalat,Non-Compliant,Grow heavy without decade opportunity.,2023-07-15
11,Etisalat,Compliant,Human ten agreement history include picture.,2022-04-10
20,Etisalat,Non-Compliant,Minute cup treat part product war set high.,2022-05-10
20,Airtel,Non-Compliant,World hospital charge development that strategy.,2023-08-10
5,Etisalat,Compliant,Sort night between arm.,2022-05-01
75,Glo,Compliant,Decision base next major.,2023-06-20
71,Glo,Compliant,Around later human scene trouble future war.,2022-04-22
42,Etisalat,Compliant,Service difficult listen significant.,2021-11-03
28,Glo,Compliant,Direction still cause show.,2022-10-07
70,Etisalat,Non-Compliant,Prepare for provide technology.,2022-02-22
94,Airtel,Compliant,As guess arrive.,2022-07-06
55,Airtel,Non-Compliant,Relate late these way as pressure defense beat.,2022-02-17
20,MTN,Non-Compliant,System sometimes lot make traditional traditional industry try.,2022-01-24
85,Airtel,Non-Compliant,Major pressure politics team.,2022-08-15
22,MTN,Compliant,Recognize indicate assume.,2023-02-01
96,Glo,Non-Compliant,Heart throw share.,2023-05-13
81,Etisalat,Non-Compliant,Sea product clear position miss beautiful certainly.,2022-03-23
59,MTN,Non-Compliant,Up almost herself reduce clearly marriage road wear.,2022-11-06
73,Etisalat,Non-Compliant,Spring probably rather.,2022-06-01
9,Airtel,Non-Compliant,Air fear anyone boy movie language.,2023-06-22
8,Etisalat,Compliant,Machine such prove employee officer coach.,2022-12-30
45,Airtel,Compliant,Marriage game thus remain.,2022-09-07
42,Airtel,Compliant,Past step glass recently.,2022-12-06
39,Etisalat,Non-Compliant,Gas beyond reach up issue.,2023-06-30
78,Glo,Compliant,Least none that media upon.,2023-01-18
92,Airtel,Non-Compliant,Continue outside civil experience director work.,2022-08-12
68,Airtel,Compliant,Thought feel talk reality know party meet.,2022-07-04
8,Glo,Compliant,Message themselves remember especially.,2022-07-18
62,Glo,Compliant,Role protect left avoid soon what.,2022-09-21
9,Airtel,Non-Compliant,Area relate very leave per.,2022-02-10
87,Airtel,Compliant,New amount sport travel before necessary also create.,2022-04-04
20,Glo,Non-Compliant,Less book dog.,2023-07-15
48,Glo,Compliant,Necessary significant eye provide back interesting wind.,2022-11-29
33,MTN,Compliant,Man west very necessary just.,2023-01-09
67,MTN,Compliant,Purpose eight fill yes require indicate.,2022-11-15
1,Airtel,Compliant,Perhaps sort plant form.,2021-12-19
9,MTN,Compliant,None project win explain bring.,2023-05-25
66,MTN,Non-Compliant,Decide education develop enter again.,2022-03-20
72,Etisalat,Non-Compliant,Type plan financial true.,2022-01-09
90,Glo,Compliant,Take treatment success both another across imagine.,2022-03-07
48,MTN,Non-Compliant,Value attorney pay decade size human.,2022-03-14
50,Airtel,Compliant,Wide during off alone once amount.,2022-07-01
17,MTN,Non-Compliant,Myself probably professional main.,2021-09-26
25,Etisalat,Non-Compliant,Maintain give perform beautiful.,2022-11-27
87,MTN,Compliant,State business beautiful answer.,2023-03-21
64,Glo,Compliant,Attention young experience for.,2022-11-20
82,MTN,Non-Compliant,Often investment activity professional hotel.,2021-10-26
56,Etisalat,Compliant,Provide while past season significant.,2022-08-03
6,Etisalat,Compliant,Process plant glass community ok church wrong.,2022-12-08
74,Airtel,Non-Compliant,College real say mean pay.,2022-03-12
70,Glo,Non-Compliant,Head source account morning until physical.,2023-07-15
37,Glo,Non-Compliant,That though know him stuff half both.,2022-12-07
19,Etisalat,Compliant,Scene spring play raise yes they.,2022-04-21
42,MTN,Compliant,Technology nice wish hot seven public for.,2023-09-02
40,Etisalat,Compliant,Market hundred current station.,2022-06-08
67,Airtel,Non-Compliant,Baby air throw doctor red.,2022-06-23
32,Airtel,Non-Compliant,Send development exactly prevent today book prevent.,2023-01-07
41,Glo,Compliant,Heart what certainly wall recently.,2022-07-18
79,Glo,Non-Compliant,Live claim since policy usually.,2022-08-30
98,Airtel,Non-Compliant,Factor cover matter country firm society.,2022-06-05
3,Etisalat,Compliant,Instead outside culture floor.,2021-10-13
17,Etisalat,Compliant,Daughter wait summer choice.,2022-08-09
67,MTN,Non-Compliant,To full treat either course car foreign.,2022-02-21
67,MTN,Compliant,Onto hear since anyone east cold record.,2022-06-09
26,Etisalat,Non-Compliant,Check garden thank activity.,2023-05-29
11,Airtel,Non-Compliant,Deal phone behavior with just another.,2022-10-20
19,Airtel,Non-Compliant,World short source line travel bit discussion.,2022-05-28
6,Airtel,Non-Compliant,Possible knowledge spend day.,2022-05-28
12,Glo,Compliant,Tough population through scene affect technology.,2023-08-16
41,MTN,Compliant,Science foreign officer image.,2022-04-10
68,MTN,Non-Compliant,Care about blood.,2023-05-09
75,Airtel,Compliant,Doctor far deal particularly again.,2023-06-05
57,Etisalat,Non-Compliant,Threat color end director outside answer.,2023-07-06
37,MTN,Compliant,Create situation raise almost garden car participant.,2021-12-18
56,Glo,Compliant,Number result investment manage positive enjoy fight.,2023-06-06
54,Etisalat,Non-Compliant,Exist later argue together within operation them.,2022-08-02
68,Etisalat,Compliant,Officer anyone break every stay.,2023-09-07
56,Etisalat,Non-Compliant,Campaign really inside go.,2023-01-09
84,Airtel,Compliant,Opportunity in wide.,2022-04-08
13,Etisalat,Compliant,Lead almost president thought mission nearly person.,2022-07-30
34,Glo,Non-Compliant,Certainly tree how floor group fund poor worker.,2023-05-30
54,Glo,Compliant,Perhaps firm minute former.,2023-01-07
95,Etisalat,Non-Compliant,Police fish property.,2021-10-26
22,Airtel,Compliant,Then cause father authority meeting.,2022-09-27
47,Airtel,Non-Compliant,Color piece particular watch land subject best.,2023-09-05
69,MTN,Compliant,Order degree hair test pressure hair.,2022-11-26
69,MTN,Compliant,Card stay issue move cold drop fish.,2023-05-18
54,MTN,Non-Compliant,Believe meet feel operation could in opportunity.,2022-12-30
54,Etisalat,Compliant,Arm because win official nice until.,2022-11-06
36,Glo,Non-Compliant,Son ready suffer travel all face main.,2022-11-29
30,Glo,Compliant,Project add minute painting leave.,2022-03-17
46,Airtel,Non-Compliant,Series environment note specific several.,2022-05-11
25,Airtel,Compliant,Should trip forget a up certain.,2023-08-29
100,Etisalat,Compliant,Wall place eye opportunity example too.,2021-10-29
73,Etisalat,Compliant,Short four claim majority green into.,2022-06-29
5,MTN,Non-Compliant,Writer support pattern really budget decade clearly bank.,2023-02-16
44,Etisalat,Compliant,Clear employee yard strong instead.,2023-07-17
86,Etisalat,Non-Compliant,Candidate think economy capital.,2023-05-01
98,MTN,Compliant,Eight glass Republican sign west over.,2021-10-14
88,MTN,Compliant,Environment difference reality thought rise.,2022-02-04
92,Etisalat,Non-Compliant,Which yourself stay boy want traditional coach.,2023-02-11
44,Glo,Non-Compliant,Subject pay commercial player.,2023-02-20
93,MTN,Non-Compliant,Much later bag here garden region.,2021-10-01
18,MTN,Compliant,Hold defense carry official financial television like.,2022-06-20
30,Glo,Compliant,Memory table bit professional.,2023-08-03
37,Etisalat,Compliant,Themselves mean evidence.,2023-03-07
64,Glo,Non-Compliant,Article kind partner want have choose attention matter.,2023-01-03
23,Airtel,Non-Compliant,Nothing popular health edge price.,2021-11-18
58,Glo,Compliant,Evening organization measure pretty want wrong maintain.,2023-04-10
28,Glo,Non-Compliant,Central thousand available face nor.,2023-05-13
2,Airtel,Non-Compliant,Require note image build away man just.,2021-11-27
28,MTN,Compliant,Up mission institution situation size PM.,2022-12-28
44,Etisalat,Non-Compliant,Ability admit seven third call skill.,2023-06-17
8,Airtel,Compliant,Rest travel carry style score.,2023-08-04
69,MTN,Compliant,Production management recently himself effect national.,2022-05-12
63,MTN,Non-Compliant,Wide senior sing take mouth.,2023-06-29
28,Airtel,Non-Compliant,Court issue camera political main want drug.,2022-10-30
69,Airtel,Compliant,Other themselves son kitchen beautiful still.,2022-10-02
16,Airtel,Non-Compliant,Challenge respond through sing today free.,2021-11-13
31,Airtel,Non-Compliant,If play oil store president few common.,2022-09-30
69,Glo,Non-Compliant,Guess position half television.,2023-05-26
81,Etisalat,Non-Compliant,Seem small full area discover.,2023-05-04
47,MTN,Non-Compliant,Reflect human who authority perhaps the mouth.,2023-07-02
35,Etisalat,Compliant,Bring stay sense effect around player.,2021-12-31
71,Airtel,Non-Compliant,Heavy body from.,2021-11-18
1,Etisalat,Compliant,Ground personal change degree politics rest today on.,2021-12-17
41,Glo,Non-Compliant,Of order benefit special course find free deep.,2022-08-07
27,Glo,Non-Compliant,Human hope same ok doctor wrong.,2023-03-10
61,Airtel,Non-Compliant,Bank wind record past yes.,2022-08-04
32,Etisalat,Compliant,Ten itself affect north.,2023-05-02
61,MTN,Non-Compliant,Leg nearly him.,2021-10-14
18,Glo,Non-Compliant,Office American character method woman.,2023-07-04
64,Airtel,Compliant,Resource environmental tend just animal someone program.,2022-06-13
2,Etisalat,Non-Compliant,Or debate away particular physical.,2022-12-11
86,Glo,Compliant,Race than mission set many stand.,2022-07-17
56,Airtel,Non-Compliant,Rule eight mention treatment face whom whose.,2021-12-23
20,MTN,Compliant,Truth security work.,2023-02-13
63,Etisalat,Compliant,Tough really answer staff become green.,2023-06-07
48,MTN,Non-Compliant,Send method article feel sea.,2022-01-11
98,Glo,Compliant,Among manager lead Republican former authority.,2022-11-07
27,Etisalat,Compliant,Heart institution explain former report begin not.,2022-12-24
99,MTN,Non-Compliant,Actually just resource poor can property.,2023-01-16
62,Glo,Non-Compliant,Drop true dog director painting admit.,2022-05-22
45,Airtel,Non-Compliant,Because own item he next politics view case.,2022-02-11
7,Etisalat,Compliant,Girl expert central lose.,2023-05-16
78,Airtel,Compliant,Chance data return speak score.,2022-12-06
35,Etisalat,Compliant,Lot quite usually hospital watch world.,2022-11-22
1,Etisalat,Compliant,Little wide production early.,2023-03-12
81,Glo,Non-Compliant,Whether industry against herself.,2022-11-10
40,MTN,Non-Compliant,Quite last fall lot.,2023-07-01
67,MTN,Compliant,Program address claim month possible analysis financial outside.,2022-09-28
91,Airtel,Compliant,Your class wear mouth laugh decision different fear.,2021-11-29
86,Airtel,Compliant,Note environmental less.,2022-06-30
9,Etisalat,Compliant,Experience old improve quickly.,2023-02-15
53,Airtel,Non-Compliant,Maybe nearly play can top edge rock.,2022-11-24
55,Glo,Compliant,Join activity service attorney.,2022-08-09
96,Glo,Non-Compliant,Water include front almost admit occur.,2022-09-08
62,Etisalat,Compliant,Off college debate local black.,2023-08-15
98,Airtel,Compliant,Operation simple against several piece pass reach.,2023-08-29
58,Airtel,Compliant,Allow lose order who level yard control.,2023-02-23
10,Glo,Non-Compliant,Air series miss new by.,2022-03-09
64,Glo,Non-Compliant,Respond most hotel piece lay design child.,2023-08-05
82,Etisalat,Compliant,Article yes easy event all why reveal.,2023-03-04
53,Etisalat,Non-Compliant,Officer national large paper whether.,2023-07-07
31,Etisalat,Non-Compliant,Week perhaps argue pretty especially cold.,2023-02-05
11,Airtel,Compliant,Middle short push bar on discover.,2022-12-20
82,MTN,Compliant,Model subject series reveal.,2023-06-21
53,Airtel,Compliant,Concern movie despite coach official.,2023-06-02
6,Etisalat,Non-Compliant,Woman brother area doctor his much arm phone.,2022-07-15
59,MTN,Non-Compliant,Sport training tend long address more structure point.,2023-03-10
9,Glo,Non-Compliant,Call animal its add.,2023-06-14
99,MTN,Compliant,Case shoulder case response certainly political.,2022-12-13
76,Glo,Compliant,Charge feel modern hear.,2022-04-22
10,Glo,Non-Compliant,Difficult manage mission foreign large.,2022-12-11
54,Glo,Non-Compliant,Risk fear past far myself simply.,2022-11-10
62,Etisalat,Non-Compliant,Kid pattern federal face.,2023-06-22
42,MTN,Non-Compliant,Situation religious space house institution model computer.,2023-05-31
96,Glo,Compliant,Value herself health practice.,2023-07-02
12,MTN,Compliant,Police world land soon decide fine.,2022-01-16
15,MTN,Compliant,Computer long exist standard.,2023-06-04
43,Etisalat,Non-Compliant,Movement reflect catch somebody edge might.,2022-04-12
58,Airtel,Non-Compliant,College probably media good however blue.,2023-07-20
3,Airtel,Compliant,Relate point certain quality test foreign chair.,2022-06-25
21,MTN,Compliant,People many size actually.,2023-07-19
61,Airtel,Compliant,Close body film friend heart dark.,2023-05-15
89,Airtel,Compliant,White against far job clear option.,2022-09-13
60,Airtel,Non-Compliant,Wind official sell add book leg.,2022-10-04
57,Glo,Compliant,Force newspaper just early election know rise.,2023-06-02
23,Airtel,Non-Compliant,Something degree notice when keep try along.,2022-04-07
54,Airtel,Compliant,Read tax general center price magazine evening.,2023-01-19
99,MTN,Non-Compliant,Including citizen during four physical.,2023-07-07
40,Etisalat,Non-Compliant,Machine day we nature try age.,2022-05-26
33,Etisalat,Non-Compliant,Land government while their agent my.,2021-12-14
73,MTN,Non-Compliant,Ever check machine job art draw image.,2023-01-14
82,Etisalat,Non-Compliant,Five much design admit like run teacher.,2022-11-19
62,Glo,Non-Compliant,Claim skin cost it.,2023-04-18
16,Airtel,Non-Compliant,Respond morning participant kitchen something.,2023-01-15
81,MTN,Non-Compliant,Same rest sign space.,2023-01-21
62,Glo,Compliant,Republican business of card.,2023-08-13
8,Etisalat,Compliant,Money enough rich about.,2023-02-02
36,Glo,Non-Compliant,Affect director enough network brother.,2022-10-15
81,MTN,Non-Compliant,Lose during last join point authority knowledge.,2022-03-31
30,Glo,Compliant,Very eat chair law heavy card.,2023-09-21
90,Etisalat,Non-Compliant,Off democratic include.,2022-05-26
51,Airtel,Non-Compliant,Course degree reduce other key hold.,2022-08-25
32,Etisalat,Compliant,Base project send dog prevent final.,2022-12-29
28,Airtel,Compliant,Stay would both end bill compare tend.,2022-03-31
6,Etisalat,Compliant,After cost camera dinner have take.,2022-07-04
97,MTN,Non-Compliant,Way list candidate to institution.,2023-02-11
32,Glo,Compliant,Loss clear six.,2022-05-23
36,Airtel,Non-Compliant,Cold why shake visit direction.,2021-10-10
39,MTN,Compliant,Us after physical able southern push bar.,2022-03-13
90,Airtel,Compliant,Move officer memory rich your century media already.,2023-03-04
53,MTN,Compliant,Good fear put.,2022-06-27
88,Glo,Non-Compliant,Dark six list art point game lead push.,2022-12-01
65,Glo,Compliant,Wonder party own.,2023-04-06
64,Glo,Compliant,Condition house trade local open.,2022-09-01
90,Airtel,Non-Compliant,Improve economic without likely wish real draw know.,2021-12-29
4,Etisalat,Non-Compliant,Word like put not magazine group resource serious.,2022-04-06
69,MTN,Non-Compliant,Exactly court collection summer idea eye.,2023-03-04
87,MTN,Compliant,Series option clear see group.,2021-12-16
73,Etisalat,Non-Compliant,Spend show hospital certain.,2021-09-26
24,Glo,Non-Compliant,Same talk artist occur truth not.,2022-05-10
70,MTN,Non-Compliant,International drive his together.,2021-11-17
49,Glo,Non-Compliant,Everyone building usually law.,2022-12-22
63,Etisalat,Compliant,Black risk run box defense.,2022-09-03
37,Airtel,Compliant,Partner discover picture issue letter however.,2023-06-14
25,Etisalat,Compliant,How water attention require teach believe unit.,2023-03-29
18,MTN,Compliant,Much become former enter.,2023-05-23
31,Etisalat,Compliant,Alone participant go example relate.,2022-06-17
26,Glo,Non-Compliant,Wind amount class similar site turn.,2021-12-18
41,Etisalat,Compliant,During moment shoulder here program.,2023-01-04
43,Glo,Compliant,Summer store arrive bad.,2021-12-27
96,Glo,Non-Compliant,Trip center worker along parent ok.,2023-03-16
70,Etisalat,Compliant,Day audience would dream security.,2023-06-26
7,Glo,Compliant,Next economy art if.,2022-09-18
79,Etisalat,Compliant,Little analysis increase.,2023-04-04
37,Glo,Compliant,Smile hair run street identify culture miss whole.,2023-06-08
85,Glo,Non-Compliant,Wrong drop out.,2022-10-08
88,Airtel,Non-Compliant,Nor music fly.,2022-12-18
2,Glo,Non-Compliant,Station really necessary knowledge cost nice much stop.,2022-10-01
80,Etisalat,Non-Compliant,Act newspaper community seven out.,2021-11-12
20,Glo,Non-Compliant,Wish travel American too law market born.,2023-07-10
16,Airtel,Compliant,Wife issue product opportunity thus again Mrs.,2021-12-18
67,Etisalat,Non-Compliant,Girl here bad which partner.,2023-08-17
11,Etisalat,Compliant,Goal firm expect argue food fill wonder stuff.,2023-05-04
5,Glo,Compliant,Concern as effort teach rather else.,2022-10-13
77,Airtel,Compliant,Play account imagine million.,2022-10-26
45,Etisalat,Compliant,Describe care bed national usually.,2022-11-12
31,MTN,Compliant,Store kid become economic.,2022-05-09
68,Etisalat,Compliant,Action be all expert own modern space.,2022-12-24
9,Glo,Non-Compliant,Else top strategy eat beat show child.,2023-06-01
39,Glo,Non-Compliant,Still newspaper vote floor affect air newspaper them.,2022-08-22
4,Glo,Compliant,Score market of.,2022-05-30
7,Etisalat,Non-Compliant,City wall use first other edge.,2023-03-05
39,MTN,Compliant,School someone office need.,2023-09-20
51,Glo,Compliant,Action run place ball along above.,2023-04-06
4,Etisalat,Non-Compliant,Life clearly raise sign little throughout by.,2022-09-09
55,MTN,Compliant,Blue authority those.,2023-06-11
