OutageID,Date,ServiceType,ServiceProvider,OutageType,Duration,AffectedAreas,Description
6686,2023-01-08,Telecom,MTN,Service,21.347282659959383,New William,Company democratic part hour mean.
5779,2022-11-04,Telecom,Etisalat,Service,4.048839734186343,Danielsstad,Eat until marriage cultural call.
5001,2023-06-17,Telecom,Glo,Service,23.00715036673348,New Luisview,Everything office inside.
6655,2022-07-12,Telecom,Etisalat,Service,5.022005602221407,West Adambury,Doctor find project born page.
3930,2021-12-06,Pay TV,MTN,Network,5.559136495959273,East Heather,Benefit purpose show far different somebody.
10,2022-06-27,Pay TV,Airtel,Service,7.810087684228609,Valeriebury,Strategy car similar design seven finish party door.
6844,2023-06-15,Telecom,MTN,Downtime,10.959884930561135,North Alyssa,Direction several enough individual difficult smile agreement.
7289,2023-03-21,Telecom,Airtel,Downtime,8.185327038540349,West Catherine,Line sport professor fall in discuss idea street.
9748,2022-03-29,Telecom,Etisalat,Downtime,4.048140959524734,Courtneychester,Across yeah bring material with left individual rule.
3588,2023-03-16,Telecom,Etisalat,Downtime,0.5036501027474289,South Anthony,Well seem standard four crime provide.
2103,2023-05-14,Telecom,Airtel,Service,11.220813949925926,West Philip,Cultural together free.
2908,2022-04-09,Pay TV,Glo,Downtime,15.313844727539864,Lake Jacob,Later say serious however own.
8142,2022-05-24,Pay TV,MTN,Service,1.0783020412834652,Drakemouth,Study with feel energy.
855,2023-03-03,Pay TV,Etisalat,Network,6.312654475191885,Port Henryside,Age certainly own study mother out drug.
2501,2021-10-07,Pay TV,MTN,Network,6.304643606682968,Port Kennethshire,Dog instead teacher world price manager.
6461,2021-12-12,Telecom,Glo,Downtime,9.279291246171576,Lake Jeffreyside,City me personal after eight.
5052,2022-05-06,Pay TV,MTN,Downtime,15.822356295816054,South Jessica,Respond since find.
4915,2022-11-24,Telecom,Airtel,Network,10.3003778320629,North Tyler,About million writer do medical chance a.
722,2022-12-25,Telecom,MTN,Service,18.087237429993444,Kathleentown,Anyone just finally.
1093,2021-10-12,Telecom,Glo,Downtime,14.899371247921064,Johnton,Challenge suggest TV.
1979,2023-09-18,Pay TV,Etisalat,Service,9.6972602535117,North Logan,Street product race.
192,2022-01-28,Pay TV,MTN,Service,5.864127026232845,Jennifershire,Would firm movie present memory ground try for.
2134,2022-11-28,Pay TV,Airtel,Service,12.375572971536533,New Kellyview,Market note but.
47,2022-09-25,Pay TV,Airtel,Service,5.30617670099436,Josephborough,Light nation war talk key their.
5969,2023-08-27,Telecom,MTN,Network,17.760505464807558,North Allison,Fill same other break media American.
7408,2022-11-17,Pay TV,Glo,Service,7.989884919266091,Stevenborough,Family interview person off.
7160,2023-04-18,Pay TV,Etisalat,Service,13.146424006320178,Yorkchester,Democratic region movie central produce medical.
5578,2023-05-21,Telecom,MTN,Downtime,12.697837688943036,Marymouth,Right increase responsibility college.
1261,2021-12-13,Telecom,Etisalat,Downtime,23.823477955247633,Port Caleb,Who argue commercial law determine newspaper.
5211,2023-06-12,Telecom,Glo,Network,17.21631755860628,Phillipsburgh,Our possible than itself capital.
5049,2023-04-12,Pay TV,Etisalat,Service,20.06229785196229,East Claudiafurt,Animal serious first program office eat.
41,2023-09-14,Pay TV,Airtel,Service,3.9116483875564083,Jenniferland,Guy vote always able day.
1510,2023-01-08,Telecom,Etisalat,Network,5.247058530503399,New Tanyahaven,Three author top fact him official century.
3563,2022-07-20,Pay TV,Etisalat,Service,1.3738069280326701,East Rachelborough,Start discover million tonight her task agreement.
7639,2023-07-17,Pay TV,Airtel,Network,13.910406099671238,North Shawn,Party similar add quality wonder hit.
4305,2022-10-02,Telecom,Etisalat,Network,3.090615485615217,Lisashire,Prepare show throw total subject oil eye.
3659,2021-11-26,Telecom,MTN,Network,7.0739781783577,East Michaelaton,Measure her rich voice care.
2074,2022-12-25,Telecom,Glo,Network,3.6827919612410254,Martinbury,Attention probably serve television between address doctor.
3938,2022-05-16,Telecom,Airtel,Service,7.904927846688717,Michellemouth,Here employee road sure best because.
5227,2023-07-13,Telecom,Airtel,Network,18.636752739090205,Lake Kayla,Accept fly but first fast.
1812,2023-04-13,Telecom,MTN,Service,6.7793474366860895,Brendatown,Bar they network third anyone week respond.
1164,2022-02-02,Pay TV,Glo,Network,18.24528640374346,Gonzalezborough,Move process fact the night million government class.
7652,2023-09-04,Telecom,MTN,Network,19.43744132311458,Tiffanyview,Range everything senior.
6368,2022-05-20,Pay TV,MTN,Service,15.143710566950892,North Tiffany,Against probably trial room within everything senior senior.
1433,2023-07-18,Pay TV,MTN,Network,18.751124918670776,Turnermouth,From born camera story.
4763,2022-06-21,Pay TV,Glo,Downtime,8.724847535513394,Lopezfurt,Social skill employee letter give say.
3274,2022-09-29,Pay TV,Etisalat,Network,4.286412254665035,South Meganchester,So health specific threat else.
5724,2023-02-26,Pay TV,Glo,Downtime,10.921558178706164,Johnsonmouth,Church important organization offer hour care may speak.
4561,2023-05-25,Telecom,MTN,Downtime,19.039147332336405,Traceyport,Of space edge democratic.
1839,2022-11-15,Pay TV,MTN,Network,16.862446146185,New Teresaton,Worry public ahead environment strategy include.
2703,2022-07-13,Pay TV,Glo,Service,18.592364914661815,Joneston,Offer late seat be hundred federal.
6908,2022-06-15,Telecom,Airtel,Downtime,22.041119341772987,West Gary,Structure whose which perform her approach.
8521,2023-03-19,Pay TV,MTN,Downtime,12.301148697375227,Port Sean,Understand popular finally.
2072,2022-10-19,Telecom,Etisalat,Service,7.082175327543246,Lake Deanna,Though record thought sure where art.
3633,2021-11-21,Pay TV,Airtel,Service,11.5393289830569,North Kirkside,Spend civil drop bad sound pay drop receive.
3279,2023-01-04,Pay TV,MTN,Network,3.315074084896211,Lake Karinaberg,Traditional sign administration increase game could hope.
484,2023-06-03,Telecom,Glo,Downtime,6.717726093179745,South Whitney,Tonight common person against can more.
8436,2022-05-26,Pay TV,Etisalat,Network,18.438974371790962,Tuckerport,Republican statement or now future land.
3640,2023-09-16,Pay TV,MTN,Network,3.0815455174230073,West Michael,More get condition.
76,2023-08-07,Pay TV,MTN,Service,7.388558572865612,Sandersland,State picture another until five.
8770,2023-08-04,Pay TV,MTN,Downtime,4.294542894531763,North Cindymouth,Tough sister nature cup a food suddenly.
8703,2023-08-11,Telecom,Etisalat,Downtime,9.928898641786196,Lake Joanne,Like dinner human low property.
909,2022-08-31,Telecom,Glo,Downtime,20.77820725338957,Baileyburgh,Keep from about every bed necessary.
4603,2021-10-17,Pay TV,Airtel,Downtime,4.411814401981664,North Kimberly,On leg pretty well someone attack although foreign.
1128,2021-11-13,Pay TV,Airtel,Downtime,5.8891500744312,Jesseville,Draw already process media parent manager.
103,2022-11-29,Pay TV,MTN,Network,10.743183765604803,East Davidmouth,Behind may age half.
9477,2023-03-23,Telecom,Airtel,Service,3.758177939441984,Kristinahaven,Purpose statement help serious eight over.
3883,2023-01-10,Telecom,MTN,Service,2.0981078569190372,Lake Davidview,Book week provide we expect meet activity.
6816,2021-09-24,Pay TV,Airtel,Downtime,11.929005445168789,Brucefurt,Father list test others can.
2684,2021-10-24,Telecom,Airtel,Service,17.73858393431869,New Isaac,Deep behind smile thing long positive.
9451,2021-12-16,Telecom,Glo,Service,8.01398500747129,Lake Marcoport,Billion world nation you future understand pull.
2016,2022-09-20,Pay TV,MTN,Downtime,5.486382493796425,East Craig,Nature structure boy poor may day.
6590,2021-10-11,Pay TV,Glo,Network,21.19306338963876,East Jodytown,Finish paper practice thousand my hospital.
8556,2022-11-11,Pay TV,Airtel,Service,17.39887079848303,East Seanstad,And or positive itself yet end trouble.
610,2023-03-09,Pay TV,Etisalat,Network,4.151691208379042,Schwartzview,Book check coach would might.
703,2022-08-30,Telecom,Glo,Service,12.476229410440771,Moralesland,From light boy she writer group number growth.
722,2023-02-23,Telecom,Airtel,Service,5.998444696484266,Lorimouth,Character station small add or.
35,2023-01-08,Pay TV,Airtel,Service,4.966560708193234,Kelleyland,All run fact figure.
9547,2021-10-09,Telecom,Etisalat,Downtime,21.670995588501313,Barbaraview,Agency down Mr young successful middle open.
5868,2022-03-31,Pay TV,MTN,Service,4.1123261676821805,Rodneymouth,Choice decide senior piece.
1205,2022-03-28,Telecom,Airtel,Service,13.455398809989424,West Victoria,Personal own war national something.
6261,2022-06-10,Telecom,Glo,Network,9.2840547308784,Matthewsland,Use level travel.
6855,2022-12-18,Pay TV,MTN,Network,21.78866476534781,Piercebury,Too think believe see today.
4708,2022-06-07,Pay TV,Glo,Network,1.1490879548290849,Lake Jeffreyfurt,Week everyone trouble Mr billion.
5263,2021-10-13,Pay TV,Etisalat,Downtime,22.01983896532053,South Douglasfort,Resource party quite people play pressure.
1854,2022-08-21,Pay TV,Etisalat,Downtime,18.502853789742463,Waynefort,Make camera send cover.
2130,2022-08-26,Pay TV,Etisalat,Network,10.682950002820483,Danielfort,Political explain phone another experience.
5254,2022-03-27,Telecom,MTN,Network,1.4229121830057874,East Steven,We guess out try but college.
7496,2023-07-06,Pay TV,Etisalat,Downtime,12.131781703873711,Port Katherine,Pattern officer station word car.
7572,2023-05-11,Telecom,Glo,Downtime,20.41172582156843,West Benjaminside,Although exactly election admit remain.
2278,2022-03-14,Pay TV,Glo,Network,20.92251302931194,Brianmouth,Significant avoid face step teacher school.
7436,2023-08-18,Telecom,MTN,Service,4.078723704206175,Jenniferside,Report avoid eye state.
7593,2023-03-08,Telecom,Glo,Service,1.6171276133535437,Mackenzieshire,Individual you through from economy candidate.
320,2021-09-29,Pay TV,Etisalat,Network,13.595608568356296,Janetburgh,Back organization security bit.
8188,2021-09-28,Telecom,Glo,Network,15.497189822202397,New Danielleview,Letter shake fast their.
6731,2022-03-11,Telecom,MTN,Network,15.048019215579986,Port Cynthiaborough,Remember director buy fast rest minute with.
8543,2022-08-18,Telecom,Glo,Network,2.657573662791517,Kimberlyfurt,Energy continue check cost next much.
4012,2021-10-31,Pay TV,Etisalat,Network,22.14197311742655,Reedville,Listen various win.
9470,2022-05-09,Pay TV,Airtel,Downtime,21.994146774545765,Whiteview,Even among indicate around across approach.
8444,2022-05-28,Pay TV,MTN,Network,5.2161542536234276,Ryanmouth,Management interesting back simple interview.
6438,2022-04-10,Telecom,MTN,Downtime,20.97608389831533,Bondmouth,Indicate maintain resource suddenly listen book.
8823,2021-10-23,Pay TV,Airtel,Network,11.555343089428456,Gordonborough,Really walk reality bit where recently environmental.
7550,2021-12-19,Telecom,MTN,Service,13.150509131907587,West Christina,Church two course tax help PM.
8730,2022-08-08,Telecom,MTN,Downtime,1.4919069127176,East David,Arm director father soldier.
3765,2023-07-26,Telecom,Airtel,Network,13.490336070837033,Lake Tabitha,Tell amount man simply.
7491,2021-10-02,Pay TV,Glo,Network,6.846343828066916,Christophertown,By people plan shake whether threat.
1344,2023-02-05,Pay TV,Etisalat,Network,13.43966145148199,Ramirezberg,Someone grow discuss bank itself.
9107,2023-02-25,Telecom,Airtel,Network,9.371483628639723,Michaelbury,However lose fill test.
2561,2022-10-01,Pay TV,Airtel,Downtime,3.213341417158733,Kathleenland,Pick air from security.
8000,2023-04-15,Telecom,Etisalat,Downtime,5.548970549615543,Lake Benjaminburgh,House painting matter must rate.
4572,2022-12-05,Telecom,Glo,Network,15.118291067675866,Christyshire,Letter apply quickly senior away offer language.
9325,2023-01-13,Telecom,Airtel,Service,6.696390953706446,Duranview,Behind western able government front office raise.
8155,2022-11-27,Pay TV,MTN,Downtime,3.5145271100867386,Melaniefort,May national Republican fire surface major reach treat.
4289,2023-02-27,Telecom,Airtel,Service,14.512542965934655,Jeffreyfurt,Morning game entire act high moment return.
4581,2021-11-05,Telecom,MTN,Service,18.428974586709085,Ericland,Imagine often teach fill stuff significant couple.
471,2023-03-15,Telecom,Etisalat,Service,20.987056172933368,Ashleystad,Social when staff raise.
2735,2022-11-06,Telecom,MTN,Network,2.95195159868655,Smithbury,Act low ten company.
1716,2023-06-15,Telecom,Etisalat,Service,5.3111397812757755,Matthewland,Bed eight hair country system mission miss.
9242,2022-07-16,Pay TV,MTN,Downtime,3.016139391908784,Geraldstad,Prepare interesting unit walk hot someone.
1419,2021-10-28,Pay TV,Glo,Service,4.196223037052161,Cooperport,Guess discussion fall class would blue shake.
2091,2023-05-28,Pay TV,Glo,Network,18.530623041920062,Port Brett,Leader probably trade service truth idea car.
9532,2022-01-20,Pay TV,Glo,Downtime,23.61170386843108,Lake Patriciaborough,Over decide in police strong.
3076,2023-07-07,Pay TV,MTN,Service,14.661090677652236,Gentryton,Hundred break sing bag.
5614,2022-06-12,Telecom,Glo,Service,13.465514790431696,Lake Stephaniefurt,Player impact professor senior how attack argue.
7956,2022-02-09,Pay TV,Airtel,Service,19.37741952123598,Reeseside,Or age agreement perhaps house official want.
7989,2021-11-28,Pay TV,Glo,Downtime,21.249905328226706,Gabrielleville,Mind production true father quickly contain.
3186,2022-09-12,Pay TV,MTN,Service,16.675326492364274,South Patrick,Teacher fast at name do.
3628,2022-01-05,Pay TV,Airtel,Network,16.54615906625943,North Masonshire,Some day next watch central first.
4844,2022-09-05,Telecom,MTN,Downtime,20.309182253331247,Port Ianbury,Hard send walk always difference.
361,2022-07-20,Pay TV,Airtel,Service,9.352989210954302,Christinafort,Admit deep situation through show feeling long.
2764,2023-02-08,Pay TV,Airtel,Network,1.3356453366011412,Gilbertview,Stop dream discuss back end activity fill.
3543,2023-09-15,Pay TV,Glo,Service,8.123691731149373,Cochranburgh,Action listen along training whom.
4218,2022-10-23,Pay TV,Airtel,Downtime,8.015452433217986,Holtview,Decision language tree give set machine.
6910,2022-04-11,Telecom,MTN,Network,14.055713387326294,Patriciaside,Up character true daughter central will social.
8441,2021-11-05,Telecom,Etisalat,Network,19.536731470286274,West Michaelshire,Girl return figure audience.
8646,2023-06-15,Telecom,Airtel,Service,9.890355907821254,North Virginia,Though degree life lose central measure.
4091,2023-04-09,Telecom,Airtel,Service,0.8219859421510547,Lake Kaylastad,Within eight man young discussion good.
7534,2022-04-08,Pay TV,Etisalat,Downtime,5.0733396426898,Ayersstad,Always indeed success behind.
2893,2021-11-03,Telecom,Glo,Service,18.63143319177246,New Nicholasview,Action again be nor just difference another.
6135,2022-02-08,Pay TV,Etisalat,Service,20.53507131364784,Stephenview,Where yard long understand free song assume.
5316,2023-08-04,Pay TV,Airtel,Network,1.681478981086407,Hernandezmouth,Include newspaper wrong line.
2785,2023-02-15,Pay TV,Etisalat,Network,4.830330980399351,Bowenfurt,Pass understand finally sell matter front.
4303,2023-03-10,Telecom,Airtel,Network,3.8092453492355833,Lake John,Majority practice bag third point suffer.
5451,2022-01-22,Pay TV,Etisalat,Service,19.82432171114323,West Williamfort,Join throw best ten dream.
7861,2023-08-23,Telecom,Etisalat,Downtime,5.814538702266872,Jeffreyshire,Sometimes certain paper positive morning with.
9728,2022-07-14,Pay TV,Etisalat,Downtime,4.150572276296137,East Jeffreystad,During husband great sort expert fish.
8617,2022-08-02,Telecom,MTN,Downtime,22.90340160074326,Walterton,Station mission series science.
5148,2022-02-06,Pay TV,Glo,Downtime,4.042339050897365,Amandaburgh,President book federal down TV drop impact.
4881,2022-03-15,Pay TV,Etisalat,Downtime,17.215024983382236,Freemanmouth,West high off decide money we.
4943,2021-12-04,Pay TV,Glo,Downtime,5.766617403279734,Sarahland,Former day month because difficult rich car.
6892,2022-09-23,Pay TV,MTN,Network,14.13142751604418,Gonzalezland,Once chance send for rock right.
3245,2023-03-07,Telecom,MTN,Network,4.444986860534052,Wolfeberg,Parent with expect responsibility imagine lead case.
8034,2023-04-26,Telecom,MTN,Downtime,3.528955856837026,North Christinaport,Newspaper move piece tax environment paper.
652,2022-10-11,Pay TV,Etisalat,Service,4.699587661693499,Parkerbury,Business throw expect speech fund explain career.
1942,2023-04-21,Telecom,Glo,Downtime,18.871719839480857,Lunaport,Could suddenly phone away yourself cause few.
3404,2021-11-30,Pay TV,Glo,Service,17.753743339517246,Hollyville,Local bad production reduce yes visit concern.
3852,2022-08-08,Telecom,Glo,Service,1.012413933198125,West Matthew,Hour once bit him.
4814,2022-11-16,Pay TV,MTN,Service,0.31351017748364424,New Kimberlytown,Third anyone information young site strong.
9850,2022-07-19,Pay TV,Etisalat,Downtime,18.875784284609942,North Caitlynbury,Economy both a fact sport anyone.
7218,2022-07-03,Pay TV,Etisalat,Service,22.82875488477858,Mitchellborough,Mean stop would tonight relate fire any.
1675,2022-09-03,Pay TV,Etisalat,Service,15.201174335891878,Port Alicia,Beautiful take sense surface now for consider address.
5250,2022-02-08,Telecom,MTN,Service,8.064668307736222,Port Michaeltown,Ball current skin picture listen stuff.
6807,2023-09-07,Telecom,Glo,Network,20.38963484456602,East Peter,Anyone ready imagine ago.
4731,2023-07-15,Pay TV,Airtel,Downtime,12.294804415136348,Bridgesmouth,Goal only likely large trouble step.
87,2021-12-15,Telecom,Glo,Service,3.7177474715196377,North William,Control side decide paper.
4719,2023-05-28,Telecom,Airtel,Network,17.40336022024166,Charlesview,Mean town reality nature.
5864,2023-06-19,Pay TV,MTN,Downtime,5.0101184957475144,Transide,Your ahead reason.
7255,2022-05-03,Telecom,Airtel,Downtime,22.13989868579043,Brownmouth,Simply big wife consumer pull all.
6318,2023-04-17,Telecom,Glo,Network,13.495440312147784,Strongmouth,Author effect soon check risk.
5958,2022-08-08,Pay TV,Glo,Service,7.982313949084264,South Bryan,Bad research society believe.
4542,2023-09-03,Pay TV,Etisalat,Downtime,3.6869876748416943,Paulberg,Floor raise agent.
8968,2021-11-18,Telecom,Airtel,Network,10.990517414903834,East Michaelfurt,Town quality the south lawyer.
8541,2022-04-12,Pay TV,Airtel,Downtime,12.596653047469571,Andersonmouth,See put figure myself.
245,2022-06-03,Pay TV,MTN,Service,1.7242954685916645,Gomezside,Miss continue beat set crime board rock.
3578,2023-08-03,Telecom,Glo,Network,4.967972463119355,Raymondborough,Note sit personal true.
1840,2022-01-17,Telecom,MTN,Downtime,18.717735611460622,Chadfurt,Standard hospital world last deep.
4576,2023-09-09,Telecom,Etisalat,Service,17.147152523381912,Terrifurt,Just recently city country system usually.
9088,2022-12-11,Telecom,Glo,Service,22.952195424518656,Mooreton,Car view ago pressure Republican.
6231,2021-09-27,Pay TV,MTN,Downtime,11.588443389800155,West Jamesborough,Black that skin resource range name.
1613,2022-06-14,Telecom,Glo,Service,9.12458891043222,Amyland,Employee yard guess range necessary old run.
2726,2023-02-02,Telecom,MTN,Service,17.12706181594595,Eduardochester,Feel spend find civil resource society sort.
9016,2022-08-23,Telecom,Etisalat,Service,0.34814387801066876,Watsonstad,Program describe business almost three with series.
1577,2023-03-04,Telecom,Etisalat,Service,7.863853799626075,Lake Anthonyport,Develop letter into later born contain grow marriage.
9385,2023-08-09,Pay TV,Airtel,Service,22.435501550159454,Ramirezmouth,Last heart safe do end throw.
6790,2022-10-15,Telecom,Etisalat,Service,17.724693615320607,New Rebeccamouth,Represent soldier perform after material.
4279,2023-01-20,Pay TV,Etisalat,Network,12.584320449932179,Paulashire,Yeah pull nation law PM.
9212,2021-10-23,Telecom,MTN,Network,10.51679027666374,Ginamouth,Policy agree political a able media.
5330,2022-09-06,Pay TV,Etisalat,Network,13.027261071083208,Adamfort,Affect speak law life opportunity data gas receive.
1483,2022-03-19,Telecom,Airtel,Downtime,12.586631842429307,Andersonchester,Amount concern thank man town suddenly.
1223,2022-03-11,Pay TV,Etisalat,Network,2.4341056380772357,Andrewmouth,Us minute soon.
2972,2023-02-19,Pay TV,Etisalat,Service,20.25975205194908,West Denise,Home establish happen say these assume do.
7235,2023-05-25,Telecom,Airtel,Service,13.651576160360333,Lammouth,Above guess model among.
5502,2023-09-08,Pay TV,MTN,Service,22.270119262299563,Lake Kimberly,Boy information area.
1707,2022-01-27,Pay TV,Etisalat,Service,15.011557555441133,East Angelachester,Activity enough avoid news behind.
3333,2022-06-19,Telecom,Etisalat,Downtime,7.3467964165488135,Wilsonton,Give born product computer remain series.
2237,2023-04-25,Pay TV,Airtel,Service,8.339644900300987,New Jamie,Development former during sell they at.
4459,2023-03-28,Pay TV,Glo,Service,11.313346559373347,Christopherfort,List leader much player meet during difference.
8667,2023-01-21,Telecom,MTN,Downtime,9.012893498697021,Dustinchester,Tough hard her military.
3419,2022-10-12,Pay TV,Etisalat,Service,20.946374505460696,Timothychester,Military computer want between.
6843,2023-07-03,Pay TV,Etisalat,Network,14.375367198836107,South Andreaport,Fund her phone baby.
581,2022-08-27,Telecom,Etisalat,Downtime,21.32911891656417,Hughesburgh,Drop benefit off discover.
8124,2022-09-10,Telecom,Airtel,Service,10.349234488388783,Dennisborough,Improve cell wide.
8506,2022-03-03,Telecom,MTN,Network,5.560137596352147,New Sandy,Report anyone stand then.
3250,2021-10-27,Pay TV,Airtel,Downtime,17.097504993354924,North Kevinburgh,International conference statement president current amount unit evening.
2301,2022-12-30,Telecom,MTN,Network,18.865833183569272,Jaredchester,Region third expect save last short hot.
1458,2022-03-09,Pay TV,MTN,Service,11.403797472009181,South Robinton,Research base fear.
8198,2023-02-14,Telecom,Etisalat,Downtime,10.819320130002685,Jenniferberg,Leave operation himself capital dog Mr vote.
8953,2022-04-22,Telecom,MTN,Downtime,9.10115967539247,North Ashlee,Also blue security trade figure radio.
3550,2021-12-07,Telecom,Airtel,Service,8.011576026026491,New Ericfort,Fund over fire name site someone.
7852,2021-12-22,Pay TV,MTN,Network,18.52456037414839,New Morgan,Mother million central budget.
2398,2022-04-12,Telecom,Etisalat,Network,14.900525327960803,Donaldfurt,Wife future get back high.
5822,2023-05-09,Pay TV,Airtel,Network,6.44844216803411,Gallagherborough,Everyone forget through interest drive price.
2874,2023-01-30,Telecom,MTN,Downtime,1.6379219699932586,Jacksonfurt,Common letter together other free.
8886,2023-05-02,Pay TV,MTN,Service,14.391645511169182,Melodytown,Indeed investment response.
8095,2022-02-04,Pay TV,Glo,Network,15.87167458091385,Hallport,Arrive happy wish final table worker shake beautiful.
5097,2023-04-11,Telecom,Etisalat,Network,10.030143436494573,Lake Diane,Thousand improve order reach at old.
269,2023-04-25,Pay TV,Glo,Downtime,21.3937880632588,North Joel,Add job inside around give type purpose.
1408,2022-06-20,Pay TV,Glo,Downtime,0.8969088118223898,Crystalfurt,Visit food study heart industry another.
1616,2022-08-20,Telecom,Etisalat,Network,14.807175594499714,Marcusborough,Away get seem all too investment may.
9860,2021-11-07,Pay TV,Etisalat,Service,0.8092441994648187,Wilsonberg,Herself southern night.
7661,2022-09-19,Telecom,Etisalat,Network,11.984489174098318,Thomasport,One different thing because until traditional.
218,2022-07-13,Telecom,MTN,Service,9.175269510869452,Danielbury,Until condition character mother.
4473,2023-04-30,Pay TV,Etisalat,Network,3.3367395032418696,West Andrew,Discussion official seek three country.
5464,2022-09-05,Telecom,Etisalat,Network,6.193588532221693,Mitchellhaven,American chair arrive whether wind.
6542,2021-12-21,Pay TV,Airtel,Downtime,9.730646459513183,South Carrie,College point wonder.
4008,2022-06-05,Telecom,Etisalat,Service,10.535068309697769,North Zachary,Full however scene a myself top.
3180,2021-11-16,Pay TV,Glo,Downtime,2.4693881829840474,Brownstad,Tax month hair leader skill very.
5307,2022-02-13,Pay TV,Etisalat,Service,9.769156444667598,Derekborough,Who common red day total animal drug.
1570,2022-02-09,Telecom,Etisalat,Service,2.489124031027383,New Devinberg,Teacher clearly speech.
4574,2023-06-21,Telecom,Airtel,Downtime,0.5120658536081049,West Carrie,Usually character year rather strategy report.
2031,2022-06-12,Telecom,Etisalat,Network,14.952164212561353,Carlsonburgh,Baby knowledge soldier deal space option over prepare.
3131,2021-12-15,Pay TV,MTN,Service,23.753410286327213,Port Paul,Energy yourself mention sport life show me call.
8133,2022-05-25,Pay TV,Etisalat,Service,4.424952742254215,South Teresaborough,Safe explain hundred.
5902,2022-05-06,Pay TV,Airtel,Network,15.57860909358359,Port Michelleshire,Wall himself fall now wish upon.
6581,2021-11-16,Pay TV,Etisalat,Network,3.287751598128264,Port Matthew,Both no firm here talk.
2151,2023-02-04,Telecom,Glo,Service,14.063545342929878,South Daniel,Watch outside professor food.
3097,2023-07-18,Telecom,Airtel,Service,6.379940297560503,Kellyland,Vote commercial where be individual couple author imagine.
7300,2022-04-01,Pay TV,Etisalat,Downtime,4.02123136788925,Dakotaburgh,Reveal tonight take energy.
243,2023-02-13,Telecom,Etisalat,Service,3.3624233886516848,Chelseafurt,Could official arrive and industry.
8327,2022-06-28,Pay TV,Airtel,Service,9.057228910558962,New Joshuaside,Ability rise amount sort thousand.
5191,2023-04-13,Telecom,Etisalat,Network,4.805178470401605,West Kaylee,Exist couple catch base beautiful course.
3527,2021-11-24,Pay TV,Airtel,Downtime,6.696280291913241,East Hollyshire,Gun politics choose control management smile production.
7178,2023-08-12,Telecom,MTN,Network,11.483381976015096,Graymouth,Arm discussion customer police product pattern focus.
8383,2022-06-21,Pay TV,Airtel,Network,22.708743678996534,Ramosbury,Beat treatment shake believe walk.
7289,2021-10-30,Pay TV,Glo,Service,13.058874577592032,Smithtown,Member budget serve of no travel market.
9878,2022-03-19,Telecom,Airtel,Downtime,5.016611178881183,Ramirezfort,Reflect term bar quite voice.
7590,2021-10-09,Pay TV,Glo,Service,1.6584576665215385,Port Angelica,Method cell nearly hospital discussion.
5777,2023-04-30,Pay TV,Airtel,Network,17.253024751946732,East Monica,Past senior box head simple charge place.
9776,2023-04-02,Pay TV,Airtel,Service,18.702487790667195,Kevinfurt,Her personal international.
4,2023-04-04,Telecom,Glo,Network,20.149793677767736,Rossburgh,Several part agent during choice fire however leave.
1565,2023-02-27,Pay TV,Airtel,Service,16.79243137662247,Powellport,No join nature quite authority star sure.
3106,2023-03-26,Pay TV,MTN,Network,1.158691852851019,East Johnchester,Well business rest color information music eat.
850,2023-08-16,Telecom,Glo,Service,2.044207376068755,Lake Gregorymouth,Family prove common sister.
9440,2022-11-10,Pay TV,Glo,Network,9.214518040324915,Stephenland,President series option allow animal begin who.
3087,2023-06-19,Pay TV,Etisalat,Downtime,7.4954854374409425,Edwardshaven,Seat go new security.
7078,2023-08-13,Telecom,Airtel,Service,1.2425738747420938,South Michael,Sense identify current tax heavy war argue.
9473,2021-11-16,Telecom,MTN,Downtime,15.383075522772023,New Wendyville,Off first magazine born for partner deep.
4092,2022-04-14,Telecom,Etisalat,Downtime,14.41727553794136,Steventon,Which certain nothing ten two college manage chance.
3507,2022-05-06,Telecom,Glo,Network,22.845303344013896,Yvonnemouth,Give perform usually give budget final.
9819,2022-02-03,Telecom,Etisalat,Network,5.284068400056777,North Larryport,Time firm again life study exist.
1828,2022-09-22,Telecom,Glo,Network,10.955845294490226,Sharonview,Security young decision late your claim.
1240,2022-02-14,Pay TV,MTN,Service,6.297306317059133,Kaiserburgh,Race wear edge voice effect assume throughout.
9768,2023-03-09,Pay TV,Etisalat,Downtime,16.819077296184073,Katherineside,So specific compare social various type.
4550,2022-01-27,Pay TV,Glo,Downtime,5.305488185733847,North Haley,Treatment inside watch school program would.
4678,2022-10-13,Telecom,Glo,Service,8.315333327306716,Lake Tonyshire,Some interest sell nothing speech.
7824,2022-10-02,Pay TV,Etisalat,Downtime,13.579219596320058,Sarahbury,Sell understand hand shoulder prove pressure.
5448,2023-02-04,Pay TV,Etisalat,Network,18.99613953174703,Johnsonfurt,Yeah successful protect edge.
3824,2023-03-09,Pay TV,Glo,Downtime,14.597227521614535,Lake Timothy,Plan left what community.
952,2023-04-07,Telecom,Etisalat,Network,12.032854077869668,Christopherport,Wear action feel name base prepare cover.
5503,2021-11-26,Pay TV,Airtel,Network,14.125274692689342,Chasemouth,Yard eat home change white discover.
5902,2022-08-11,Telecom,Etisalat,Downtime,23.635614813577856,Port Sandra,Degree expert while note miss pull peace fund.
7069,2023-07-05,Pay TV,MTN,Network,11.666751152750392,Port Lori,Least cup computer report.
